word,category,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99
omåttlig,game,-0.140077,-0.013772,0.123907,-0.261547,-0.024801,-0.008327,0.098746,-0.008531,-0.049592,0.057204,0.000756,-0.095889,0.030374,-0.053208,-0.014274,-0.047491,-0.016198,0.028958,0.033259,-0.008967,0.020969,-0.022052,0.084447,-0.024451,-0.041483,0.028966,0.000175,-0.056488,-0.062757,-0.044789,0.068058,0.046462,0.001659,-0.002914,-0.004262,0.051404,0.063337,0.004063,0.026950,0.040355,0.023128,0.007217,0.057135,0.060558,0.014613,-0.068514,0.062437,0.075944,-0.001528,0.012409,0.024986,0.001853,-0.000522,-0.018014,0.008096,-0.022299,-0.066451,0.017537,-0.005072,0.009730,-0.000237,-0.001903,-0.038121,-0.065293,-0.027527,0.003694,-0.024615,0.012937,0.043890,0.006352,0.019719,0.011663,-0.006831,0.024427,-0.004857,-0.039049,0.018249,-0.061759,-0.044550,-0.028394,-0.005236,0.020881,-0.024675,0.017973,-0.012457,-0.014832,-0.011606,0.008564,0.034156,-0.044397,-0.040025,0.011437,0.016400,0.013265,0.006830,0.010036,0.054788,-0.050838,-0.000047,-0.023397
coctailparty,game,-0.216835,0.020717,-0.023596,0.001187,-0.083541,0.117142,-0.041854,0.031424,0.007544,0.013928,-0.042280,-0.019350,0.021130,0.095705,-0.027763,-0.054141,-0.024519,0.004477,-0.016628,-0.008607,0.003338,-0.006041,0.051295,-0.010921,-0.020822,-0.025384,-0.002058,0.001720,0.038845,-0.020815,-0.024252,0.018570,-0.004861,-0.053987,-0.000225,-0.015502,0.008919,0.004941,0.016822,0.008992,-0.004125,-0.000128,0.019560,-0.039946,0.015957,0.010099,0.053463,0.004736,0.016176,0.019731,0.030345,0.018958,0.009505,0.023201,0.001184,-0.015951,0.007426,0.004141,0.012575,-0.019966,-0.021300,-0.035431,-0.000654,0.006037,0.023674,-0.013832,0.023378,0.028435,0.035652,-0.020116,-0.005456,-0.002886,0.024482,-0.027529,-0.012804,-0.004146,-0.020168,0.016045,-0.013363,-0.011162,0.009546,-0.028307,-0.000783,0.019810,0.004699,0.024885,0.007816,-0.025182,-0.015453,-0.035355,0.008610,-0.015289,0.007432,-0.014045,-0.009059,0.000175,0.004449,-0.001634,0.007476,-0.022701
calves,game,-0.026157,0.085312,-0.234400,0.001095,-0.078457,0.065449,0.072863,0.073485,-0.043918,0.025300,0.077948,-0.040254,-0.021257,-0.117009,-0.077370,0.011829,0.045792,-0.078353,-0.046796,0.069999,-0.040055,0.052721,-0.019893,0.043474,-0.009610,0.006930,-0.025837,0.039747,0.039386,0.079813,-0.034024,0.070693,-0.036633,-0.078650,-0.013664,-0.027840,0.069267,-0.036356,-0.043719,-0.044702,-0.028762,0.081510,0.029688,0.026100,-0.026545,0.015712,0.005745,0.009259,0.008314,-0.063524,0.010064,-0.028592,-0.004502,-0.056766,-0.026166,0.027762,-0.017467,-0.078483,0.036934,-0.026457,-0.033226,0.027406,-0.044640,0.059624,0.006415,0.026205,0.050954,0.029734,-0.022988,0.026189,-0.042066,-0.027853,0.005954,-0.064749,0.005658,0.005454,0.030191,-0.022038,0.003034,-0.036076,0.019852,0.036423,0.087019,-0.003934,-0.028152,0.060857,0.038191,0.090992,-0.008743,-0.007761,0.076746,0.003662,-0.015538,0.014866,-0.006359,0.007952,-0.051386,0.027645,-0.040522,-0.003943
nato-land,game,-0.078418,-0.047428,-0.048469,0.125073,0.061101,0.057742,-0.036386,-0.006736,-0.008012,0.027295,0.025821,-0.032642,-0.013305,-0.030290,0.003905,-0.006814,0.004615,-0.016374,-0.075963,0.023638,0.021216,-0.013952,0.002293,0.008404,-0.035064,-0.050868,-0.003360,0.002310,0.026812,-0.000988,0.007498,-0.028119,-0.021797,0.004311,-0.023928,-0.011306,0.002158,-0.018100,-0.018198,0.003713,-0.033304,0.014195,-0.007130,-0.010730,0.053116,0.002334,0.013678,-0.016269,-0.024707,0.026080,-0.014715,-0.040208,-0.036692,-0.041978,0.024520,-0.031053,-0.011124,-0.011057,0.022453,0.004706,-0.024109,-0.053897,0.017383,0.019062,0.025469,0.009766,0.023084,0.006606,0.010097,0.019277,0.014468,-0.013970,-0.050180,0.008442,0.009802,0.007354,0.014150,0.020503,-0.000950,0.011011,-0.006305,-0.007390,0.017561,-0.026134,0.027985,0.040916,0.005054,0.001416,-0.001521,0.020770,0.028908,-0.013088,0.011591,-0.001430,-0.032635,0.021868,0.002244,-0.023516,-0.028292,0.014323
vocals,game,-0.149035,0.129513,-0.202724,-0.104979,-0.184450,0.041519,0.057001,0.143607,-0.005986,0.099602,0.070945,0.123694,0.041873,-0.018884,0.012388,-0.044806,0.117390,-0.162116,-0.014103,0.006493,-0.109252,0.135956,-0.010929,0.017743,0.104965,-0.115406,0.024961,0.119112,-0.027003,0.173822,-0.025501,0.003195,-0.081998,0.067421,-0.056552,-0.079124,0.032070,-0.002218,-0.071618,0.083182,0.007235,0.044804,-0.032629,0.017725,0.007324,0.125999,-0.062994,-0.033853,0.150072,0.021479,-0.024108,0.117661,0.042011,-0.073847,0.119207,0.151309,0.079413,-0.015530,0.013282,-0.037603,-0.011871,0.038374,0.104904,0.051796,0.053334,-0.102797,0.093017,0.003567,0.043062,-0.020696,0.029419,-0.054329,0.002711,0.077026,-0.005618,-0.019134,0.092320,0.036220,-0.018327,0.111909,-0.071050,-0.063148,0.003303,-0.001122,0.051352,0.073591,-0.009984,-0.038635,-0.030802,-0.033452,0.012293,-0.049418,0.066221,0.095308,0.148812,0.021639,-0.052134,-0.007013,0.031545,0.053436
london-resa,game,-0.137291,0.077003,-0.002332,0.054723,0.010042,0.002991,-0.040571,0.065340,-0.002438,0.014945,-0.049337,0.018601,0.047138,0.040495,-0.031731,-0.014023,-0.008126,0.024710,-0.024381,0.009201,-0.080398,-0.049172,0.001842,0.038020,-0.025839,-0.023323,-0.025406,-0.000123,-0.001264,0.028350,0.042062,0.020254,0.047107,-0.040355,0.055307,-0.004260,-0.021012,-0.007734,0.049447,-0.024420,-0.011763,-0.013984,-0.008300,0.038113,-0.008163,0.038651,0.014262,0.045762,-0.001994,0.000716,0.037252,-0.017667,0.000840,0.008535,0.017888,0.007718,-0.004919,-0.005927,-0.024407,-0.004701,0.012208,0.001908,0.025511,0.049934,0.012549,0.005255,0.011232,0.013700,-0.025442,0.021518,0.009917,0.034195,-0.011614,0.002638,0.032712,-0.008909,-0.013956,-0.033311,0.010050,-0.016281,-0.030494,-0.011401,0.004948,-0.013611,0.020332,0.001436,0.063480,-0.010260,-0.001357,0.008233,0.030253,0.033649,0.009769,-0.006526,-0.012270,0.000479,0.008933,0.028420,-0.001265,-0.030670
armoured,game,-0.198578,0.032941,-0.138699,-0.047490,-0.050748,0.087811,0.077843,0.116699,-0.058530,0.100402,0.057495,-0.016819,-0.016079,-0.007415,-0.035774,-0.006811,0.011265,-0.014865,0.002679,-0.003407,-0.004818,0.019990,-0.051680,0.035922,-0.037064,-0.023583,-0.024194,-0.058055,0.004509,-0.042025,0.034585,0.020692,0.068461,-0.040330,-0.030565,-0.018390,0.033716,-0.014608,-0.009247,-0.043253,0.013799,0.018926,0.071971,-0.035995,-0.087729,0.036770,0.007711,-0.002014,-0.022176,-0.029503,0.028705,-0.003168,-0.028260,-0.049529,-0.032799,0.007171,-0.046772,-0.037546,0.029109,0.006990,-0.024327,-0.011183,0.057162,-0.020488,0.012664,0.047255,0.043643,0.006171,-0.003696,0.032466,-0.029466,-0.051565,0.004682,-0.004312,-0.005737,-0.065933,-0.012158,-0.008624,0.047368,0.000889,-0.002568,0.014035,-0.016578,-0.010997,0.033810,0.087198,-0.005000,0.035003,-0.011147,-0.011742,0.048781,0.005826,-0.031078,0.003497,-0.019147,-0.007963,-0.031498,0.023990,0.001545,-0.034819
vindsbrand,game,-0.130376,-0.049817,-0.006547,-0.011154,0.071668,0.132541,0.005107,0.027225,0.035135,-0.025756,-0.072390,0.035243,-0.063523,0.013917,0.076483,-0.005928,0.050720,-0.050509,0.055327,0.021290,0.026633,0.034858,0.000550,0.060987,-0.004710,0.021899,0.026570,-0.080183,0.010080,-0.027925,0.042092,-0.038049,-0.019517,-0.029984,0.045225,-0.035643,-0.006337,0.000319,-0.006868,-0.037279,0.000037,0.012003,-0.001577,-0.057141,-0.038178,0.039180,0.013731,-0.022039,-0.006356,0.018211,0.041005,-0.035129,0.032630,0.008900,0.028663,0.020014,-0.051956,0.000366,0.003449,0.034457,-0.028943,-0.021495,-0.012320,0.017584,0.000340,-0.041358,0.035793,0.020930,0.041247,0.004962,0.015462,-0.001661,0.008687,-0.057951,0.030101,0.017998,0.034775,-0.018972,0.027440,-0.055334,-0.014407,0.025155,0.031933,0.030386,-0.001489,0.019305,0.041051,0.046053,-0.003336,-0.013715,0.016813,0.014148,0.016645,0.039636,-0.025490,0.003365,0.082142,-0.038635,0.068826,-0.009729
guidlines,game,-0.214806,-0.003365,0.008197,-0.017796,-0.038563,0.075309,-0.044630,0.074932,-0.016312,0.046697,0.017265,0.036777,0.004313,-0.024368,-0.016457,-0.008790,0.029602,-0.001208,-0.016191,-0.005881,-0.029420,-0.018870,0.001998,0.038220,0.019302,-0.021770,-0.006473,0.060259,0.055979,0.019689,0.012428,-0.017510,0.036384,-0.057468,0.021945,-0.034734,-0.003782,0.015462,0.007886,-0.040675,-0.011850,0.024321,0.026002,0.011549,-0.044053,0.010064,-0.031803,0.003974,0.004125,0.015006,0.006074,0.059737,0.003087,0.009447,-0.039757,-0.002082,0.025470,-0.038088,0.003066,-0.042465,0.023363,-0.016988,0.003999,0.051127,0.016756,0.003137,0.007990,-0.020278,-0.011172,-0.018068,0.016054,0.009026,-0.009274,-0.023184,0.008600,0.005158,0.013939,-0.039215,0.002308,-0.023328,-0.015220,-0.023242,-0.054137,-0.021809,0.016302,0.003700,0.030741,0.024998,-0.032813,-0.001365,0.013493,0.002551,-0.005779,0.020057,0.032685,0.009621,0.015539,-0.029603,-0.007684,-0.009186
ladyboys,game,-0.109420,0.079872,-0.075035,0.037514,-0.052368,0.066610,-0.028123,0.065713,-0.044055,0.074978,-0.006402,-0.032995,0.040812,0.043939,0.008419,-0.039708,0.041814,-0.031762,-0.047306,-0.019903,-0.000118,0.033236,0.030783,0.000282,-0.012648,-0.041076,0.038823,-0.016751,0.000728,-0.016853,0.016075,0.040789,-0.006259,-0.057057,-0.030427,0.016089,-0.034142,0.017013,-0.024574,0.047733,0.005376,0.001052,0.013565,0.041104,0.045739,0.026702,0.000956,0.032159,-0.003966,0.033913,0.018879,0.013068,0.045007,0.073646,0.007766,0.015590,-0.002425,0.015171,-0.032837,-0.024305,0.022589,0.013843,-0.010303,0.000019,-0.005088,0.012783,0.005712,0.026752,0.029371,-0.019656,0.014248,-0.008563,0.033552,0.025059,0.015369,0.025256,0.009148,-0.010072,-0.012629,-0.021077,0.006927,-0.003217,-0.007563,-0.054617,-0.036811,0.002225,0.007344,-0.010125,-0.008850,0.013693,0.010614,-0.039296,-0.003495,0.001516,-0.018967,-0.013460,0.007752,0.019857,-0.007300,0.013599
two-year,game,-0.259818,0.096013,-0.079984,-0.006198,-0.047956,0.057395,0.028149,0.148359,-0.020109,0.041204,0.015424,-0.011658,-0.045352,-0.020265,-0.013472,-0.034474,0.009363,-0.019990,0.020384,0.029713,-0.043594,0.005306,0.002707,0.083486,0.006653,0.006684,-0.017094,0.040045,-0.011348,0.007855,0.024724,-0.037627,-0.036448,-0.044322,-0.028277,-0.016862,-0.006746,-0.016691,-0.015286,0.008711,-0.005409,0.023953,0.030989,-0.035333,0.019208,-0.005226,-0.042789,-0.006476,0.023020,0.006607,0.024183,0.022384,0.000253,-0.071220,-0.037679,0.009696,0.022192,-0.051844,0.040632,-0.035332,-0.020770,-0.006150,0.027699,0.021853,-0.020994,-0.002998,0.018012,0.004849,-0.003898,0.020031,-0.005201,0.020963,0.015242,-0.040542,0.019871,-0.004960,0.008045,-0.014327,0.016387,-0.009283,0.010151,0.013561,-0.028284,-0.017988,0.023800,0.016800,-0.003319,0.002125,0.002076,0.019477,-0.001337,0.005583,-0.007889,-0.016789,-0.021715,-0.032503,-0.027551,0.026100,-0.023084,0.007916
